trade_id,trader_id,trade_date,instrument_type,instrument_symbol,buy_sell_indicator,trade_volume,trade_price,trade_value_usd,counterparty,market,trade_currency,execution_platform,profit_loss_usd,settlement_status,region,value_domain,data_segment,data_domain
TRD100250,TRDR6264,2025-06-10 00:32:52,Commodity,COM697,Buy,41764,994.81,41547244.84,Shepherd LLC,JPX,JPY,Dark Pool,16057.51,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100251,TRDR9982,2025-04-14 03:57:12,Futures,FUT756,Sell,29321,1711.78,50191101.38,Miller LLC,LSE,AUD,Electronic Platform,-6053.96,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100252,TRDR2503,2025-03-29 09:12:44,Derivative,DER891,Buy,57893,910.82,52730102.26,"Brooks, Molina and Eaton",LSE,USD,Algorithmic,90567.74,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100253,TRDR5033,2025-01-17 00:51:49,Commodity,COM955,Sell,26545,675.3,17925838.5,Brown-Buchanan,Euronext,INR,Electronic Platform,-16670.84,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100254,TRDR1151,2025-05-05 22:47:02,Derivative,DER872,Sell,36157,394.84,14276229.88,"Brooks, Molina and Eaton",NASDAQ,EUR,Dark Pool,92865.55,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100255,TRDR1938,2025-06-24 03:03:47,ETF,ETF765,Buy,22664,1572.16,35631434.24,Thomas-Hughes,LSE,AUD,Manual,2539.12,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100256,TRDR8509,2025-03-07 08:54:07,Commodity,COM975,Sell,80473,1104.87,88912203.51,Hall LLC,NYSE,AUD,Dark Pool,14463.66,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100257,TRDR6285,2025-09-29 21:24:35,FX,FX180,Sell,54498,428.99,23379097.02,Shepherd LLC,JPX,INR,Manual,37269.89,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100258,TRDR7227,2025-10-09 09:13:31,FX,FX517,Buy,55196,388.74,21456893.04,Shepherd LLC,TSX,CNY,Manual,28020.04,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100259,TRDR5022,2024-11-18 08:49:45,Futures,FUT814,Sell,67928,726.16,49326596.48,Carter Ltd,JPX,CNY,Electronic Platform,94070.82,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100260,TRDR5003,2025-02-25 21:47:13,Stock,STO337,Buy,81910,32.83,2689105.3,"Hunt, Leon and Craig",HKEX,AUD,Manual,51423.68,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100261,TRDR1871,2025-09-07 19:37:04,Options,OPT126,Sell,43336,1557.62,67501020.32,"Hunt, Leon and Craig",LSE,USD,Electronic Platform,13653.54,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100262,TRDR7279,2025-09-26 14:46:13,Stock,STO471,Buy,75764,1597.75,121051931.0,Frey LLC,NASDAQ,USD,Algorithmic,96104.92,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100263,TRDR9347,2025-10-11 05:38:04,Commodity,COM963,Sell,50782,137.28,6971352.96,Frey LLC,HKEX,GBP,Electronic Platform,-4192.24,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100264,TRDR6464,2025-01-15 11:47:22,FX,FX398,Sell,35280,1192.8,42081984.0,Pennington-Estrada,Euronext,EUR,Dark Pool,62664.58,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100265,TRDR6280,2025-09-21 04:15:03,Commodity,COM761,Buy,19930,179.61,3579627.3,Colon-Smith,SSE,USD,Manual,90479.04,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100266,TRDR6167,2024-12-16 00:53:16,Futures,FUT987,Buy,97298,1608.46,156499941.08,Evans-Trevino,TSX,JPY,Algorithmic,21010.57,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100267,TRDR9395,2025-05-05 03:11:25,Commodity,COM746,Sell,90444,748.75,67719945.0,Barber-Wilson,NYSE,JPY,Dark Pool,24374.7,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100268,TRDR7676,2025-02-11 15:00:07,Futures,FUT427,Sell,40310,122.48,4937168.8,Colon-Smith,Euronext,EUR,Electronic Platform,6344.76,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100269,TRDR5305,2025-07-01 08:08:12,Bond,BON694,Buy,4399,1150.26,5059993.74,Solis-Price,Euronext,INR,Dark Pool,54780.5,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100270,TRDR6648,2024-10-19 07:14:35,Futures,FUT118,Buy,79921,683.52,54627601.92,Solis-Price,SSE,CNY,Dark Pool,-14924.14,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100271,TRDR3927,2025-07-28 01:57:11,Stock,STO810,Sell,45555,306.24,13950763.2,Martinez Ltd,NASDAQ,AUD,Algorithmic,55813.4,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100272,TRDR2514,2024-11-17 01:24:23,Options,OPT722,Buy,57892,162.42,9402818.64,Thomas-Hughes,NASDAQ,CNY,Manual,7672.45,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100273,TRDR1410,2025-07-29 17:17:01,Bond,BON594,Buy,95978,168.83,16203965.74,Gutierrez-Monroe,NYSE,CNY,Electronic Platform,93079.0,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100274,TRDR4462,2025-08-31 13:30:59,FX,FX499,Buy,33729,1723.88,58144748.52,"Humphrey, Powers and Garcia",LSE,JPY,Manual,61768.06,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100275,TRDR4817,2024-12-10 05:36:08,Options,OPT458,Sell,81588,248.39,20265643.32,Frey LLC,SSE,CNY,Dark Pool,-4249.08,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100276,TRDR9495,2025-02-08 23:59:09,Bond,BON734,Buy,87599,1059.79,92836544.21,Carter Ltd,JPX,EUR,Electronic Platform,45901.64,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100277,TRDR4349,2025-02-02 18:07:36,Commodity,COM492,Buy,6321,980.73,6199194.33,Jones-Murphy,NASDAQ,USD,Algorithmic,-45992.52,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100278,TRDR1235,2025-07-14 21:25:51,Derivative,DER726,Buy,17171,1554.55,26693178.05,Poole-Acosta,TSX,AUD,Dark Pool,53591.94,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100279,TRDR7549,2025-03-05 22:15:28,FX,FX962,Buy,72641,99.71,7243034.11,Floyd-Marshall,NASDAQ,AUD,Electronic Platform,-19885.07,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100280,TRDR9857,2024-10-28 23:51:30,Bond,BON824,Sell,76350,1538.54,117467529.0,"Ayers, Barker and Hill",HKEX,EUR,Algorithmic,-30390.82,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100281,TRDR8035,2025-05-17 02:44:47,FX,FX125,Sell,56042,293.57,16452249.94,Mclean Group,NASDAQ,JPY,Electronic Platform,94045.03,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100282,TRDR1385,2024-11-08 21:54:37,Bond,BON977,Sell,43140,1244.85,53702829.0,Frey LLC,NASDAQ,GBP,Dark Pool,-13955.25,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100283,TRDR2666,2025-09-04 10:59:14,Commodity,COM189,Sell,24842,721.58,17925490.36,Cross PLC,NASDAQ,AUD,Manual,-4646.05,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100284,TRDR6670,2025-03-31 05:31:31,Derivative,DER274,Sell,70180,762.19,53490494.2,Solis-Price,NYSE,INR,Algorithmic,-4560.56,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100285,TRDR9699,2025-01-17 09:25:45,Bond,BON882,Sell,46917,1702.88,79894020.96,"Humphrey, Powers and Garcia",NASDAQ,JPY,Dark Pool,91639.83,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100286,TRDR1752,2025-10-03 08:53:07,Bond,BON589,Buy,6182,1608.59,9944303.38,Pennington-Estrada,Euronext,USD,Electronic Platform,20686.42,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100287,TRDR7104,2025-05-04 15:41:50,FX,FX343,Buy,94012,1272.64,119643431.68,Colon-Smith,JPX,JPY,Electronic Platform,86897.57,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100288,TRDR7448,2025-07-30 18:06:00,Bond,BON653,Sell,16775,515.53,8648015.75,Howard Ltd,SSE,GBP,Electronic Platform,-22960.01,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100289,TRDR5074,2025-08-24 15:56:35,Derivative,DER887,Buy,13110,1154.0,15128940.0,"Humphrey, Powers and Garcia",NASDAQ,AUD,Dark Pool,33359.18,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100290,TRDR2517,2025-06-06 22:56:31,Commodity,COM812,Sell,63299,669.64,42387542.36,Young PLC,JPX,JPY,Manual,67143.64,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100291,TRDR3005,2025-05-29 11:20:39,Stock,STO756,Buy,6396,368.78,2358716.88,Williams Ltd,NYSE,INR,Manual,74794.34,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100292,TRDR6203,2024-11-05 10:04:15,FX,FX271,Sell,84577,1611.36,136283994.72,Holmes-Davis,NYSE,GBP,Algorithmic,46693.11,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100293,TRDR7184,2025-05-07 05:55:08,Futures,FUT437,Sell,52816,635.6,33569849.6,Colon-Smith,HKEX,CNY,Electronic Platform,91204.75,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100294,TRDR3439,2025-10-02 19:01:18,ETF,ETF783,Sell,925,640.51,592471.75,Jones-Murphy,LSE,EUR,Algorithmic,26705.98,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100295,TRDR9234,2025-02-16 03:43:20,Options,OPT181,Buy,81129,68.93,5592221.97,Kelley LLC,Euronext,USD,Dark Pool,-39776.83,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100296,TRDR4304,2025-01-14 12:56:08,Futures,FUT528,Buy,72420,1801.42,130458836.4,Thomas-Hughes,Euronext,AUD,Electronic Platform,72548.76,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100297,TRDR7587,2025-04-09 18:59:25,Stock,STO238,Sell,2795,792.3,2214478.5,Thomas-Hughes,NASDAQ,USD,Manual,96551.13,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100298,TRDR3881,2025-09-17 09:26:43,ETF,ETF647,Sell,3409,1599.97,5454297.73,Romero Ltd,TSX,INR,Dark Pool,73776.41,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100299,TRDR7696,2025-06-07 08:10:34,FX,FX985,Sell,23159,489.97,11347215.23,Holmes-Davis,NYSE,AUD,Algorithmic,75788.39,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100300,TRDR5442,2025-03-09 01:40:15,ETF,ETF832,Buy,63775,137.22,8751205.5,Garcia-Curry,LSE,USD,Algorithmic,81930.18,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100301,TRDR7686,2024-11-30 04:56:18,Futures,FUT686,Sell,76103,65.31,4970286.93,Williams Ltd,NYSE,GBP,Manual,2080.79,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100302,TRDR2414,2025-03-10 11:16:22,FX,FX678,Sell,98768,623.21,61553205.28,Gardner Ltd,LSE,CNY,Electronic Platform,78377.22,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100303,TRDR8527,2025-04-12 18:10:47,FX,FX910,Buy,90939,135.59,12330419.01,Hall LLC,TSX,EUR,Electronic Platform,93912.6,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100304,TRDR8019,2025-01-02 09:21:37,ETF,ETF225,Sell,89005,760.19,67660710.95,Hall LLC,HKEX,INR,Manual,21377.89,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100305,TRDR3600,2025-07-14 00:31:27,Derivative,DER444,Buy,65264,1591.27,103852645.28,Jones-Murphy,NASDAQ,EUR,Manual,93907.15,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100306,TRDR2274,2025-03-01 22:36:43,Bond,BON553,Buy,38578,130.53,5035586.34,Frey LLC,SSE,JPY,Manual,92563.11,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100307,TRDR4697,2025-06-02 16:47:56,Futures,FUT351,Buy,87277,1217.9,106294658.3,Martinez Ltd,LSE,AUD,Dark Pool,85335.8,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100308,TRDR2200,2025-08-21 00:51:29,FX,FX685,Buy,47555,1952.96,92873012.8,Stevens-Hernandez,JPX,EUR,Dark Pool,96941.96,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100309,TRDR1147,2025-03-20 16:38:01,FX,FX792,Buy,85645,244.96,20979599.2,Hall LLC,NASDAQ,GBP,Algorithmic,1594.23,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100310,TRDR5539,2024-11-08 16:42:03,Futures,FUT266,Buy,58831,315.94,18587066.14,Taylor and Sons,NYSE,CNY,Electronic Platform,-19121.16,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100311,TRDR9034,2025-06-14 20:23:59,Stock,STO446,Sell,69832,1797.56,125527209.92,Poole-Acosta,SSE,GBP,Manual,51202.75,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100312,TRDR2867,2025-01-23 16:58:49,Futures,FUT986,Buy,85151,1857.19,158141585.69,Rodriguez-Garcia,JPX,JPY,Algorithmic,95062.76,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100313,TRDR5294,2025-08-18 13:29:19,Derivative,DER336,Sell,6222,357.42,2223867.24,Gutierrez-Monroe,TSX,USD,Electronic Platform,27711.25,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100314,TRDR8452,2024-11-15 01:24:00,FX,FX244,Sell,7824,1834.96,14356727.04,Garcia-Curry,LSE,AUD,Algorithmic,99396.59,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100315,TRDR6623,2024-12-16 04:56:51,ETF,ETF902,Sell,78640,813.23,63952407.2,Smith-Wallace,HKEX,INR,Algorithmic,53276.95,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100316,TRDR8767,2024-11-23 17:03:37,Bond,BON325,Buy,81004,774.64,62748938.56,Holland-Berg,NYSE,CNY,Algorithmic,88337.94,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100317,TRDR3243,2025-04-04 01:43:39,ETF,ETF612,Buy,48864,1786.43,87292115.52,Taylor and Sons,NASDAQ,AUD,Dark Pool,18609.54,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100318,TRDR4796,2024-11-09 14:44:40,Derivative,DER376,Buy,37309,952.39,35532718.51,Frey LLC,TSX,USD,Algorithmic,-21422.53,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100319,TRDR7991,2025-05-17 04:04:21,Bond,BON170,Sell,47041,1090.5,51298210.5,Poole-Acosta,TSX,EUR,Manual,79813.98,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100320,TRDR3392,2025-03-02 20:27:38,Stock,STO469,Buy,41699,925.42,38589088.58,Cross PLC,SSE,EUR,Electronic Platform,31807.53,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100321,TRDR7043,2025-07-25 10:50:17,Options,OPT442,Sell,76594,693.17,53092662.98,Poole-Acosta,JPX,CNY,Electronic Platform,33044.75,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100322,TRDR7154,2025-01-27 08:07:13,Derivative,DER524,Sell,45149,22.96,1036621.04,Poole-Acosta,LSE,INR,Algorithmic,-16576.23,Pending,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100323,TRDR5672,2025-05-15 01:56:49,ETF,ETF684,Buy,19316,1426.84,27560841.44,Shepherd LLC,TSX,AUD,Dark Pool,17728.09,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100324,TRDR8849,2025-08-09 21:51:18,Futures,FUT597,Buy,44576,588.82,26247240.32,Howard Ltd,LSE,EUR,Algorithmic,36119.75,Settled,North America,Enterprise,Trade Transaction,Trade Data
TRD100325,TRDR1051,2025-02-11 01:02:11,FX,FX504,Sell,29744,674.97,20076307.68,Cross PLC,TSX,USD,Electronic Platform,53267.33,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100326,TRDR8615,2025-02-01 11:58:56,ETF,ETF514,Buy,44935,876.27,39375192.45,Wong-Anderson,NYSE,CNY,Algorithmic,79749.55,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100327,TRDR8853,2025-09-13 08:26:57,Futures,FUT248,Sell,27492,1214.59,33391508.28,Howell-Watson,JPX,AUD,Electronic Platform,-6543.92,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100328,TRDR1982,2025-01-05 03:01:48,Futures,FUT400,Buy,87257,1813.97,158281580.29,Barber-Wilson,Euronext,AUD,Algorithmic,84222.51,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100329,TRDR9028,2025-04-11 07:26:37,FX,FX655,Buy,74472,1747.49,130139075.28,Thomas-Hughes,LSE,JPY,Electronic Platform,86859.72,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100330,TRDR4152,2025-03-25 03:03:49,Stock,STO493,Sell,28295,1362.9,38563255.5,Howell-Watson,Euronext,USD,Manual,73564.99,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100331,TRDR9456,2025-06-15 03:34:11,Futures,FUT191,Buy,26622,1899.34,50564229.48,Williams Ltd,LSE,INR,Dark Pool,-477.88,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100332,TRDR3584,2025-01-07 00:16:51,Options,OPT691,Buy,37532,205.38,7708322.16,Holmes-Davis,HKEX,USD,Algorithmic,58547.25,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100333,TRDR1805,2025-05-11 08:22:44,Stock,STO567,Sell,3555,178.56,634780.8,Shepherd LLC,SSE,EUR,Dark Pool,88443.69,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100334,TRDR4884,2025-03-13 11:18:16,FX,FX678,Buy,23911,1965.91,47006874.01,Smith-Wallace,JPX,AUD,Algorithmic,59954.69,Cancelled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100335,TRDR5952,2025-05-02 06:59:02,Stock,STO630,Buy,34885,1763.34,61514115.9,Atkinson-Hall,HKEX,GBP,Algorithmic,16013.94,Failed,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100336,TRDR1190,2024-11-05 19:27:53,ETF,ETF491,Sell,60996,578.86,35308144.56,Garcia-Curry,TSX,GBP,Manual,-7461.96,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100337,TRDR2251,2025-02-21 15:15:03,Stock,STO830,Buy,32164,908.68,29226783.52,Wong-Anderson,JPX,CNY,Dark Pool,42464.51,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100338,TRDR9541,2025-02-23 23:11:17,Bond,BON358,Sell,5344,1503.05,8032299.2,Miller LLC,HKEX,AUD,Dark Pool,36495.41,Settled,South America,Enterprise,Trade Transaction,Trade Data
TRD100339,TRDR3088,2024-11-02 19:06:32,Options,OPT608,Buy,64323,849.83,54663615.09,Frey LLC,HKEX,USD,Algorithmic,97974.16,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100340,TRDR3517,2025-06-09 23:20:20,Stock,STO562,Sell,57778,1564.17,90374614.26,Howell-Watson,TSX,INR,Electronic Platform,40569.08,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100341,TRDR7915,2025-01-26 04:51:36,ETF,ETF733,Sell,18634,1726.78,32176818.52,Holland-Berg,LSE,GBP,Manual,28145.44,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100342,TRDR5466,2024-11-17 18:10:53,FX,FX558,Sell,27990,561.89,15727301.1,Abbott Inc,HKEX,INR,Dark Pool,-49715.71,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100343,TRDR5453,2025-06-07 08:06:57,Stock,STO996,Sell,85592,1306.97,111866176.24,Pennington-Estrada,NYSE,GBP,Electronic Platform,53377.78,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100344,TRDR8166,2025-05-02 10:33:49,Derivative,DER223,Buy,8477,1846.33,15651339.41,Weber-French,SSE,GBP,Electronic Platform,-2460.07,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100345,TRDR8225,2024-10-24 04:47:30,Futures,FUT409,Sell,43976,104.51,4595931.76,Abbott Inc,NYSE,CNY,Dark Pool,81585.57,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100346,TRDR2004,2025-09-04 19:22:02,ETF,ETF201,Buy,91390,1289.81,117875735.9,Gardner Ltd,TSX,GBP,Algorithmic,-29075.6,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100347,TRDR3763,2024-12-19 07:05:42,ETF,ETF379,Buy,3177,293.1,931178.7,Mclean Group,Euronext,CNY,Manual,64740.32,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100348,TRDR2084,2025-01-30 19:10:32,Options,OPT103,Sell,72145,920.08,66379171.6,Alvarez Ltd,JPX,AUD,Algorithmic,2525.44,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100349,TRDR9673,2025-07-30 21:01:18,Options,OPT521,Sell,14653,228.6,3349675.8,Hall LLC,JPX,EUR,Electronic Platform,51835.93,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100350,TRDR6726,2025-02-26 17:46:54,ETF,ETF184,Sell,2636,914.61,2410911.96,Solis-Price,Euronext,JPY,Electronic Platform,81456.34,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100351,TRDR4676,2025-05-30 03:21:41,Commodity,COM734,Buy,20897,146.21,3055350.37,Stevens-Hernandez,NASDAQ,USD,Algorithmic,34670.63,Pending,North America,Enterprise,Trade Transaction,Trade Data
TRD100352,TRDR1454,2025-04-19 05:42:38,Futures,FUT692,Sell,12050,1538.52,18539166.0,Martinez Ltd,SSE,GBP,Algorithmic,-38782.51,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100353,TRDR2592,2025-03-20 02:36:41,FX,FX193,Buy,25858,1468.59,37974800.22,Alvarez Ltd,Euronext,USD,Manual,8726.09,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100354,TRDR3361,2025-10-04 02:18:52,ETF,ETF165,Sell,36308,312.04,11329548.32,Stevens-Hernandez,HKEX,CNY,Electronic Platform,89595.56,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100355,TRDR9508,2025-02-11 10:42:08,Bond,BON927,Buy,26859,89.98,2416772.82,Poole-Acosta,LSE,GBP,Electronic Platform,83035.44,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100356,TRDR6978,2025-07-04 08:16:59,Options,OPT623,Sell,69911,1909.18,133472682.98,Martinez Ltd,SSE,AUD,Manual,65922.15,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100357,TRDR8549,2025-02-06 19:21:37,Stock,STO444,Sell,93780,1182.9,110932362.0,Morris Ltd,HKEX,EUR,Electronic Platform,-24187.72,Settled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100358,TRDR2842,2024-11-04 22:22:12,Options,OPT184,Buy,16300,1570.03,25591489.0,Williams Ltd,TSX,USD,Dark Pool,99950.42,Failed,Europe,Enterprise,Trade Transaction,Trade Data
TRD100359,TRDR5972,2025-04-19 04:02:02,Bond,BON118,Sell,79647,502.42,40016245.74,Abbott Inc,SSE,CNY,Dark Pool,6947.57,Cancelled,South America,Enterprise,Trade Transaction,Trade Data
TRD100360,TRDR5017,2025-03-03 11:16:34,Derivative,DER960,Buy,68677,191.52,13153019.04,Thomas-Hughes,HKEX,AUD,Dark Pool,-11995.16,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100361,TRDR9168,2025-09-24 06:23:05,FX,FX876,Buy,64360,512.28,32970340.8,Gardner Ltd,NASDAQ,JPY,Algorithmic,91362.54,Cancelled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100362,TRDR7483,2025-03-20 14:47:22,Options,OPT264,Sell,97521,147.66,14399950.86,Rodriguez-Garcia,NYSE,AUD,Electronic Platform,71819.68,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100363,TRDR1418,2025-07-12 03:50:29,Stock,STO406,Buy,53842,1276.52,68730389.84,"Reed, Garcia and Sanchez",NASDAQ,USD,Manual,11881.3,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100364,TRDR4877,2025-02-09 15:59:19,Bond,BON874,Sell,75589,83.69,6326043.41,"Ayers, Barker and Hill",NYSE,GBP,Electronic Platform,-5559.26,Pending,Europe,Enterprise,Trade Transaction,Trade Data
TRD100365,TRDR2886,2025-09-10 23:13:55,Futures,FUT997,Sell,59754,431.63,25791619.02,Mclean Group,SSE,EUR,Manual,71968.32,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100366,TRDR8725,2025-03-30 09:33:17,Options,OPT414,Buy,57025,163.89,9345827.25,Brown-Buchanan,LSE,USD,Manual,32804.6,Settled,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100367,TRDR3348,2025-04-27 23:38:23,Derivative,DER623,Buy,14603,1920.93,28051340.79,Howell-Watson,LSE,GBP,Algorithmic,80928.41,Pending,South America,Enterprise,Trade Transaction,Trade Data
TRD100368,TRDR1878,2025-10-09 17:13:57,ETF,ETF174,Buy,3730,1849.98,6900425.4,Pennington-Estrada,HKEX,AUD,Electronic Platform,22190.78,Cancelled,North America,Enterprise,Trade Transaction,Trade Data
TRD100369,TRDR3210,2024-12-06 18:25:35,FX,FX992,Buy,23965,1823.28,43694905.2,Gardner Ltd,SSE,GBP,Algorithmic,-5940.53,Cancelled,Europe,Enterprise,Trade Transaction,Trade Data
TRD100370,TRDR8714,2025-03-08 06:30:59,Futures,FUT868,Sell,95022,1406.0,133600932.0,Stevens-Hernandez,NYSE,INR,Electronic Platform,50323.11,Failed,Middle East,Enterprise,Trade Transaction,Trade Data
TRD100371,TRDR4500,2025-03-25 03:10:05,Options,OPT761,Buy,17879,1148.96,20542255.84,Howard Ltd,TSX,CNY,Electronic Platform,52359.43,Pending,Asia-Pacific,Enterprise,Trade Transaction,Trade Data
TRD100372,TRDR3552,2024-10-27 07:55:20,Commodity,COM198,Sell,33984,214.19,7279032.96,"Humphrey, Powers and Garcia",LSE,GBP,Electronic Platform,-18640.27,Failed,North America,Enterprise,Trade Transaction,Trade Data
TRD100373,TRDR4963,2025-01-18 10:17:52,Options,OPT667,Sell,15097,1871.45,28253280.65,"Brooks, Molina and Eaton",Euronext,GBP,Electronic Platform,-38700.06,Failed,South America,Enterprise,Trade Transaction,Trade Data
TRD100374,TRDR3472,2025-04-25 10:16:44,ETF,ETF540,Buy,6928,1963.55,13603474.4,Cross PLC,NYSE,EUR,Manual,89247.67,Settled,Middle East,Enterprise,Trade Transaction,Trade Data
