application_id,organization_id,organization_name,industry_sector,region,application_date,loan_amount_requested_usd,loan_amount_approved_usd,loan_purpose,tenure_years,interest_rate_percent,collateral_value_usd,credit_score,risk_category,financial_health_score,annual_revenue_usd,net_profit_margin_percent,decision_status,relationship_manager_id,value_domain,data_segment,data_domain
APP100240,ORG23213,"Gilbert, Adams and Lopez",Finance,Central,2024-11-06,35619106.12,25761790.463497046,Infrastructure Development,8,11.23,29994838.17,711,Medium,3.68,70960566.79,26.66,Pending,RM4205,Risk,Origination Data,Origination Data
APP100241,ORG23982,Pace Inc,Hospitality,Central,2024-02-28,5952342.27,4783113.01395373,Debt Refinancing,5,11.01,8464975.44,415,Critical,9.35,83109341.73,11.9,Approved,RM8952,Risk,Origination Data,Origination Data
APP100242,ORG26350,Molina-Brown,Manufacturing,West,2024-03-02,44565283.36,42521336.30562334,Equipment Purchase,10,10.5,60990885.55,630,Medium,7.04,12989900.23,8.23,Pending,RM4675,Risk,Origination Data,Origination Data
APP100243,ORG25543,Herrera-Smith,IT Services,East,2024-01-02,27827091.12,21317956.909792356,R&D Investment,6,10.68,27536421.68,588,High,6.29,10973505.9,-1.47,Pending,RM9788,Risk,Origination Data,Origination Data
APP100244,ORG25794,Medina-Edwards,Hospitality,West,2024-07-04,7982776.7,4863916.909128154,Equipment Purchase,6,5.44,4405355.66,523,High,8.13,13784037.03,-7.81,Pending,RM4578,Risk,Origination Data,Origination Data
APP100245,ORG22081,"Hudson, Sullivan and Harris",Construction,West,2024-02-05,19195710.87,12791868.937642703,Debt Refinancing,3,9.89,28396783.72,889,Low,6.49,10761757.92,6.5,Rejected,RM4925,Risk,Origination Data,Origination Data
APP100246,ORG26939,Carlson-Stewart,Retail,West,2025-08-10,38964035.02,31532619.58778355,Business Expansion,13,8.7,40802795.68,359,Critical,2.89,48825762.77,11.09,Pending,RM4069,Risk,Origination Data,Origination Data
APP100247,ORG20426,Morales-Williams,Construction,West,2025-02-15,39944878.91,30148280.20371403,Working Capital,11,6.36,37384763.39,413,Critical,6.12,81639728.8,17.73,Approved,RM2700,Risk,Origination Data,Origination Data
APP100248,ORG24212,"Moreno, Perez and Nash",Telecommunications,East,2023-11-06,16500868.04,16150342.13856415,Business Expansion,6,9.1,10605403.31,749,Medium,8.85,37894290.71,16.67,Approved,RM7914,Risk,Origination Data,Origination Data
APP100249,ORG22921,Cox Ltd,IT Services,West,2024-05-28,29874787.32,18947152.404651925,Working Capital,14,8.72,44159403.98,464,High,6.14,15610920.01,6.7,Approved,RM9692,Risk,Origination Data,Origination Data
APP100250,ORG24735,"Phillips, Mills and Glover",Retail,North,2023-12-27,32397660.92,27724711.67309877,Debt Refinancing,15,12.82,46081437.62,889,Low,3.03,90805891.89,0.97,Pending,RM6160,Risk,Origination Data,Origination Data
APP100251,ORG29137,Carter LLC,Real Estate,Central,2025-01-17,21305446.0,20109468.95810742,Equipment Purchase,13,10.15,31777322.98,649,Medium,9.32,81556073.94,15.79,Rejected,RM3150,Risk,Origination Data,Origination Data
APP100252,ORG21839,"Davis, Black and Sweeney",Telecommunications,Central,2024-08-18,30125949.81,0.0,Infrastructure Development,2,13.25,23120142.0,657,Medium,9.11,18695951.52,14.77,Approved,RM6244,Risk,Origination Data,Origination Data
APP100253,ORG21556,Jackson and Sons,Healthcare,South,2025-06-15,22280332.92,19691951.38408104,Equipment Purchase,2,7.89,27781397.53,818,Low,6.29,66705615.1,-4.85,Pending,RM8317,Risk,Origination Data,Origination Data
APP100254,ORG29941,Nicholson LLC,Retail,Central,2024-07-09,11278296.3,11237632.868587717,Business Expansion,2,14.29,5681358.54,641,Medium,9.27,34517809.13,16.99,Approved,RM8266,Risk,Origination Data,Origination Data
APP100255,ORG23468,Wilson-Taylor,Manufacturing,Central,2025-10-08,32242209.35,29093514.0502829,R&D Investment,15,10.16,44946557.46,738,Medium,9.73,14964159.97,32.96,Approved,RM8928,Risk,Origination Data,Origination Data
APP100256,ORG23853,"Martin, Evans and Adams",IT Services,South,2024-07-17,47544776.39,35152093.164233334,Business Expansion,11,6.97,68913618.33,638,Medium,1.98,48368078.13,27.78,Rejected,RM4761,Risk,Origination Data,Origination Data
APP100257,ORG29355,"Johnson, Evans and Smith",IT Services,East,2024-11-29,14751849.66,10733946.280885192,Infrastructure Development,1,11.61,11674495.55,688,Medium,3.26,33764074.47,5.99,Rejected,RM9954,Risk,Origination Data,Origination Data
APP100258,ORG28575,"Higgins, Koch and Davies",Telecommunications,South,2025-01-13,5422526.04,5205954.11688372,R&D Investment,11,9.82,6734382.83,420,Critical,9.13,32657867.66,-8.25,Approved,RM1540,Risk,Origination Data,Origination Data
APP100259,ORG26788,"Ramsey, Gray and Tucker",Transport,Central,2024-11-20,36269980.63,34095132.869916745,Infrastructure Development,12,10.02,27179912.31,827,Low,3.79,20687378.41,28.88,Approved,RM9244,Risk,Origination Data,Origination Data
APP100260,ORG29575,Smith-Johnson,IT Services,Central,2023-12-30,24631651.06,0.0,Equipment Purchase,12,13.07,12951328.59,802,Low,5.88,14447316.14,35.71,Rejected,RM2418,Risk,Origination Data,Origination Data
APP100261,ORG20140,"Blair, Harris and Smith",Transport,North,2024-08-22,15360660.85,10196599.878438685,Working Capital,8,4.95,12960483.8,332,Critical,5.08,97732386.6,25.06,Pending,RM4683,Risk,Origination Data,Origination Data
APP100262,ORG24140,Jordan-Baird,Real Estate,South,2025-02-06,37817984.91,37164525.10798254,Working Capital,7,11.52,41318598.38,309,Critical,4.57,69762137.02,11.05,Rejected,RM8470,Risk,Origination Data,Origination Data
APP100263,ORG26177,Smith Group,Construction,Central,2024-10-19,40652536.17,33744374.22533381,R&D Investment,3,10.61,39395064.91,845,Low,1.52,15105482.91,-1.05,Approved,RM4082,Risk,Origination Data,Origination Data
APP100264,ORG29543,"Ramos, Nunez and Hawkins",Finance,West,2024-12-31,2110011.52,2103570.5984577937,Equipment Purchase,1,13.1,3063964.21,701,Medium,9.35,63257581.12,9.37,Pending,RM6133,Risk,Origination Data,Origination Data
APP100265,ORG20369,"Rodriguez, Black and Gibson",Retail,West,2024-12-02,16475412.61,10720401.403465766,Business Expansion,14,6.43,19708038.55,476,High,8.01,86024359.01,37.19,Approved,RM1978,Risk,Origination Data,Origination Data
APP100266,ORG24853,"Coleman, Thomas and Jacobs",IT Services,East,2024-12-30,26575575.92,25590680.981592868,R&D Investment,9,8.14,14272961.29,895,Low,5.3,40643982.87,13.86,Rejected,RM8413,Risk,Origination Data,Origination Data
APP100267,ORG26482,Romero Group,Construction,West,2024-09-22,32580710.49,0.0,Debt Refinancing,13,11.06,47720396.78,746,Medium,2.57,98981466.37,8.65,Approved,RM7226,Risk,Origination Data,Origination Data
APP100268,ORG26586,"Mclean, Larson and Stokes",Retail,West,2024-06-20,28447173.97,25740088.931515604,Infrastructure Development,8,5.43,36390269.83,799,Low,1.82,78332012.32,31.79,Pending,RM1357,Risk,Origination Data,Origination Data
APP100269,ORG27668,Sanchez and Sons,Telecommunications,West,2025-02-05,29067518.89,28366987.491941463,Debt Refinancing,2,14.21,24877153.77,333,Critical,4.8,31898038.45,29.91,Approved,RM8161,Risk,Origination Data,Origination Data
APP100270,ORG20739,Kelly Ltd,Hospitality,North,2024-06-30,18617311.51,16823029.13659222,Infrastructure Development,9,8.39,23641651.82,396,Critical,8.99,14426554.79,28.01,Rejected,RM6052,Risk,Origination Data,Origination Data
APP100271,ORG23888,Marsh Ltd,Real Estate,North,2023-11-11,36962084.66,36182903.045479745,Working Capital,3,5.36,29460290.94,613,Medium,4.78,85670757.34,-6.44,Approved,RM4399,Risk,Origination Data,Origination Data
APP100272,ORG24681,Warner-Clark,Retail,East,2023-11-10,15367981.33,13368010.47893101,R&D Investment,8,11.85,15688364.76,563,High,3.29,15282823.49,15.43,Pending,RM3653,Risk,Origination Data,Origination Data
APP100273,ORG28012,Larsen PLC,Real Estate,West,2025-01-20,12357004.11,10173373.453490281,R&D Investment,12,11.12,15026499.41,864,Low,2.59,88576750.43,23.47,Rejected,RM2396,Risk,Origination Data,Origination Data
APP100274,ORG22880,Craig PLC,Hospitality,Central,2025-03-19,16587274.95,16574866.51102375,Business Expansion,7,13.28,16922710.93,695,Medium,7.13,23008208.92,26.69,Pending,RM2667,Risk,Origination Data,Origination Data
APP100275,ORG23514,"Cohen, Wilkinson and Hernandez",IT Services,East,2025-02-06,33879118.16,28950450.408937026,Equipment Purchase,1,10.84,45915343.56,489,High,6.66,94054758.88,34.46,Pending,RM6286,Risk,Origination Data,Origination Data
APP100276,ORG21642,Dean and Sons,Retail,South,2025-09-26,27908565.41,25798717.71498402,Infrastructure Development,2,13.09,32367035.28,550,High,7.73,29786734.33,37.73,Approved,RM5534,Risk,Origination Data,Origination Data
APP100277,ORG21378,Rose-Shah,Telecommunications,East,2024-02-17,35353274.83,0.0,Debt Refinancing,14,10.17,38008570.29,333,Critical,1.81,39732894.31,35.43,Approved,RM8654,Risk,Origination Data,Origination Data
APP100278,ORG22032,Butler PLC,Healthcare,North,2025-09-27,39677159.22,27415496.166407976,Debt Refinancing,7,12.43,27510806.05,481,High,4.03,43395652.12,-3.04,Approved,RM1803,Risk,Origination Data,Origination Data
APP100279,ORG27521,Hines Inc,Healthcare,South,2024-06-02,46897438.44,35194710.25594315,Working Capital,12,10.45,44481476.05,442,Critical,9.47,66693805.99,37.36,Rejected,RM6880,Risk,Origination Data,Origination Data
APP100280,ORG24721,"Hobbs, Martinez and Brown",Real Estate,Central,2025-09-13,44462191.1,0.0,Infrastructure Development,12,13.72,45926795.0,662,Medium,9.86,18735599.45,7.46,Approved,RM1434,Risk,Origination Data,Origination Data
APP100281,ORG20599,"Allen, Johnson and Greene",Real Estate,South,2025-05-18,47411614.99,42347885.64123481,Debt Refinancing,2,8.8,46576174.16,668,Medium,7.8,22230665.86,9.85,Approved,RM9051,Risk,Origination Data,Origination Data
APP100282,ORG22913,"Riddle, Mann and Clark",Transport,Central,2024-07-26,15498699.08,13277948.659600697,Infrastructure Development,15,5.63,19161526.84,549,High,8.26,61408208.4,16.48,Rejected,RM9585,Risk,Origination Data,Origination Data
APP100283,ORG23712,Barber PLC,Telecommunications,Central,2024-02-10,16762242.13,14156935.5670362,Debt Refinancing,11,4.65,14687657.19,487,High,2.22,55395718.25,2.3,Approved,RM2269,Risk,Origination Data,Origination Data
APP100284,ORG20191,Smith-Ramirez,Manufacturing,South,2023-12-04,15874072.54,11542232.975160547,Debt Refinancing,10,10.04,19645905.46,389,Critical,5.6,13273365.08,18.21,Pending,RM8788,Risk,Origination Data,Origination Data
APP100285,ORG29688,"Hopkins, Evans and Brown",IT Services,Central,2024-08-09,45570923.28,31776512.79757462,Business Expansion,11,4.86,51726940.98,324,Critical,8.41,30848423.1,19.13,Pending,RM8283,Risk,Origination Data,Origination Data
APP100286,ORG27473,Berry-Khan,Real Estate,West,2024-07-17,49582977.09,35906390.948238954,Equipment Purchase,1,9.17,36090130.36,631,Medium,6.95,24277140.25,12.15,Rejected,RM4877,Risk,Origination Data,Origination Data
APP100287,ORG29578,Barber LLC,Manufacturing,North,2025-03-06,6043675.05,4772803.332493355,Working Capital,15,8.55,8120341.01,303,Critical,9.64,63933092.9,14.64,Approved,RM4299,Risk,Origination Data,Origination Data
APP100288,ORG21361,Harris Ltd,Healthcare,East,2024-08-14,179614.29,129387.66168454695,Equipment Purchase,3,11.53,187195.64,550,High,5.76,54480094.75,-8.29,Approved,RM8193,Risk,Origination Data,Origination Data
APP100289,ORG27600,Harris-Haynes,Real Estate,East,2023-11-11,24181952.39,15719711.926949127,Infrastructure Development,9,7.45,19049075.36,489,High,6.8,34370205.36,-7.2,Approved,RM5305,Risk,Origination Data,Origination Data
APP100290,ORG22750,Mcintyre Group,Transport,Central,2025-03-15,41985192.76,37288970.02320226,Working Capital,13,6.82,25603290.04,591,High,5.12,11270603.7,-1.87,Approved,RM5849,Risk,Origination Data,Origination Data
APP100291,ORG23044,Patterson and Sons,Manufacturing,Central,2025-08-21,30943688.46,22078555.178577498,Business Expansion,4,11.88,28028907.11,655,Medium,6.62,8432461.25,36.7,Pending,RM8678,Risk,Origination Data,Origination Data
APP100292,ORG22018,Gardner Group,Real Estate,West,2025-08-20,13110655.96,9569758.716902781,Business Expansion,10,7.82,7118010.09,375,Critical,6.09,95731856.93,9.93,Pending,RM2570,Risk,Origination Data,Origination Data
APP100293,ORG20605,Butler PLC,Construction,East,2025-07-10,43406867.49,31895587.18778827,Working Capital,8,6.99,58518165.63,382,Critical,9.34,91933106.12,23.88,Rejected,RM9423,Risk,Origination Data,Origination Data
APP100294,ORG28697,Ramos Group,IT Services,South,2023-12-10,18539525.67,16756656.747029915,Debt Refinancing,15,8.88,24459831.85,427,Critical,5.3,98946983.0,24.4,Rejected,RM5294,Risk,Origination Data,Origination Data
APP100295,ORG23815,Ford PLC,Manufacturing,Central,2024-08-06,21697312.43,15957270.18068316,Equipment Purchase,2,7.07,20251182.88,365,Critical,6.67,74264453.2,-0.85,Pending,RM4568,Risk,Origination Data,Origination Data
APP100296,ORG22795,Taylor LLC,Hospitality,Central,2025-08-25,40032953.85,29404607.84266353,Equipment Purchase,6,9.3,24239375.46,366,Critical,3.47,72695313.95,1.35,Approved,RM4338,Risk,Origination Data,Origination Data
APP100297,ORG22445,Meyer PLC,Retail,West,2024-08-10,11024608.2,10881791.679518057,Debt Refinancing,11,10.94,11660756.11,588,High,8.4,18191532.69,-3.9,Pending,RM9379,Risk,Origination Data,Origination Data
APP100298,ORG25890,"Fowler, Johnson and Durham",Finance,East,2024-04-28,14511352.84,12182893.620370166,Business Expansion,11,13.69,14481353.82,548,High,4.32,68851627.3,-0.42,Rejected,RM2836,Risk,Origination Data,Origination Data
APP100299,ORG24103,"Morris, Arnold and Joseph",Real Estate,South,2024-06-29,15173611.69,9366208.214022981,Infrastructure Development,1,13.35,22170192.83,825,Low,5.36,62998330.88,34.35,Rejected,RM7151,Risk,Origination Data,Origination Data
APP100300,ORG29904,Stafford-Williams,Transport,North,2025-07-28,1185529.0,0.0,R&D Investment,15,11.8,1050006.29,617,Medium,8.74,88797455.11,7.41,Pending,RM3755,Risk,Origination Data,Origination Data
APP100301,ORG28234,Anderson-Gordon,IT Services,North,2024-05-26,39493116.03,0.0,Debt Refinancing,9,10.82,55221006.36,521,High,7.12,67960432.22,36.66,Rejected,RM4179,Risk,Origination Data,Origination Data
APP100302,ORG24561,"Petty, Campos and Williams",Retail,North,2025-09-23,40649500.74,29666973.97106492,Infrastructure Development,15,5.09,45523902.38,861,Low,2.22,96743157.21,-5.43,Approved,RM1841,Risk,Origination Data,Origination Data
APP100303,ORG23480,Price Inc,Finance,North,2025-08-31,45286387.86,29190188.855443966,R&D Investment,7,13.75,26773393.17,742,Medium,3.47,11180806.43,18.56,Rejected,RM4036,Risk,Origination Data,Origination Data
APP100304,ORG20101,Harrison LLC,Retail,West,2024-12-20,42545320.27,39511001.92936075,Equipment Purchase,11,9.21,62193083.79,315,Critical,2.85,87852675.47,1.75,Rejected,RM8348,Risk,Origination Data,Origination Data
APP100305,ORG29538,Sanders-Daniels,Telecommunications,East,2025-08-14,4630753.28,4348037.065908155,Equipment Purchase,1,11.08,5670946.8,669,Medium,4.14,86969905.95,11.68,Approved,RM8349,Risk,Origination Data,Origination Data
APP100306,ORG27479,Pearson Inc,Finance,East,2025-06-30,6697559.59,5467837.551695138,R&D Investment,9,11.44,6031361.91,892,Low,7.14,98276197.86,-6.51,Rejected,RM4870,Risk,Origination Data,Origination Data
APP100307,ORG28643,"Barrett, Lyons and Brown",IT Services,West,2024-03-02,45228666.21,30231602.76399186,Equipment Purchase,7,9.36,23206219.53,870,Low,4.69,4398699.33,34.53,Rejected,RM6982,Risk,Origination Data,Origination Data
APP100308,ORG22641,Lambert-Calhoun,Transport,West,2025-10-14,15158455.29,13450509.312936887,Business Expansion,9,7.74,14533848.04,330,Critical,7.31,25989281.93,11.86,Rejected,RM3224,Risk,Origination Data,Origination Data
APP100309,ORG25337,Davis Ltd,Telecommunications,North,2024-10-28,42653211.65,29479958.322470587,Infrastructure Development,13,13.69,38748106.0,748,Medium,6.5,50329319.49,31.45,Rejected,RM7574,Risk,Origination Data,Origination Data
APP100310,ORG21979,"Mcintosh, Ross and Oconnor",Telecommunications,North,2024-03-06,45243582.36,40141423.580515146,Debt Refinancing,1,9.17,67340926.49,553,High,7.43,28053642.06,18.91,Pending,RM8125,Risk,Origination Data,Origination Data
APP100311,ORG21929,"Schneider, Hale and Pineda",IT Services,North,2024-04-24,45815526.73,31721870.746024456,Debt Refinancing,12,7.35,48525598.76,808,Low,7.94,88846978.06,37.41,Rejected,RM2833,Risk,Origination Data,Origination Data
APP100312,ORG24606,Fitzgerald LLC,Manufacturing,North,2024-09-14,42378289.46,36453072.65171904,R&D Investment,10,6.08,45339947.71,693,Medium,6.54,40223002.35,36.04,Rejected,RM9690,Risk,Origination Data,Origination Data
APP100313,ORG27473,Sanders-Sawyer,Finance,East,2025-05-04,19175887.82,14308628.111075409,Equipment Purchase,1,8.74,26899157.06,327,Critical,9.3,37137155.52,-8.94,Rejected,RM8341,Risk,Origination Data,Origination Data
APP100314,ORG21583,Morrison and Sons,Manufacturing,Central,2024-12-18,16761128.05,14152681.407275857,Debt Refinancing,1,8.43,20237830.76,491,High,1.22,82547449.34,12.95,Approved,RM5084,Risk,Origination Data,Origination Data
APP100315,ORG27949,Hill Group,Real Estate,South,2024-05-08,25481177.13,22590614.225053724,Business Expansion,14,9.56,21842833.24,732,Medium,4.66,32003362.9,-8.52,Approved,RM5778,Risk,Origination Data,Origination Data
APP100316,ORG20924,Wood PLC,Retail,North,2023-11-20,43834778.84,36858203.49265146,R&D Investment,7,13.9,51684430.38,707,Medium,9.72,68993289.51,19.51,Pending,RM2881,Risk,Origination Data,Origination Data
APP100317,ORG26371,Grant-Mckee,Manufacturing,East,2023-12-22,17215206.69,14814727.446306063,R&D Investment,10,9.76,21849397.77,302,Critical,7.78,73849380.05,39.87,Approved,RM5203,Risk,Origination Data,Origination Data
APP100318,ORG28149,"Fitzgerald, Gonzalez and Sloan",Healthcare,Central,2025-04-22,17050329.76,15092674.66445416,Business Expansion,7,6.36,22640868.16,322,Critical,8.24,21218530.95,24.06,Rejected,RM4530,Risk,Origination Data,Origination Data
APP100319,ORG22249,Reyes-Hernandez,Manufacturing,West,2024-08-16,19679291.71,17822301.71095384,Infrastructure Development,14,11.56,22031085.04,647,Medium,3.19,85247324.6,-2.8,Pending,RM8042,Risk,Origination Data,Origination Data
APP100320,ORG23768,Moore-Rivera,Construction,South,2025-07-15,23493147.41,14268995.97501145,Working Capital,3,11.35,30050211.59,336,Critical,9.63,63249177.43,1.44,Rejected,RM5749,Risk,Origination Data,Origination Data
APP100321,ORG21985,"Woodward, Moran and Hernandez",Real Estate,South,2025-02-20,30334786.02,20243031.966957614,R&D Investment,7,5.96,42045603.53,583,High,7.75,4103617.39,-0.52,Rejected,RM9736,Risk,Origination Data,Origination Data
APP100322,ORG23576,Rivas Ltd,Retail,South,2023-10-22,41912192.2,37536694.96665585,Business Expansion,10,12.64,26564611.02,839,Low,3.15,58619273.99,33.02,Approved,RM7987,Risk,Origination Data,Origination Data
APP100323,ORG24966,Lopez-Roberts,Retail,East,2023-11-15,47368332.21,0.0,Debt Refinancing,13,12.05,66188339.96,525,High,4.4,94981286.03,-2.77,Rejected,RM4540,Risk,Origination Data,Origination Data
APP100324,ORG29040,Berger-Allen,Finance,Central,2025-02-25,44495063.1,40301215.39001982,Debt Refinancing,11,13.67,40799349.17,811,Low,8.12,15326065.02,20.41,Approved,RM8100,Risk,Origination Data,Origination Data
APP100325,ORG27498,Powers-Murray,Manufacturing,West,2024-03-11,20611478.95,17325956.43755902,Working Capital,3,13.7,19805304.42,605,Medium,8.57,2453409.95,15.51,Pending,RM9035,Risk,Origination Data,Origination Data
APP100326,ORG25940,Mcbride-Potts,Transport,North,2025-08-27,951211.37,858193.230226359,Equipment Purchase,2,10.07,986601.35,543,High,8.42,47190398.0,22.79,Rejected,RM1208,Risk,Origination Data,Origination Data
APP100327,ORG26888,Carr-Avila,Transport,South,2025-05-30,16159111.18,10392770.883581867,Debt Refinancing,10,9.42,18266084.22,423,Critical,9.51,58802864.88,34.23,Approved,RM4604,Risk,Origination Data,Origination Data
APP100328,ORG25608,Melton-Koch,Construction,East,2024-04-04,39245771.15,29617353.650322713,R&D Investment,3,8.47,48705242.52,575,High,3.51,69630025.34,-4.39,Approved,RM2988,Risk,Origination Data,Origination Data
APP100329,ORG28217,Strickland Ltd,Transport,North,2024-12-02,30955290.35,24900160.509386566,Infrastructure Development,10,14.12,44306085.68,473,High,7.66,19020284.65,-6.3,Pending,RM9265,Risk,Origination Data,Origination Data
APP100330,ORG28216,Martinez LLC,Telecommunications,West,2024-10-29,18912354.86,17519912.164693248,Equipment Purchase,5,10.57,10004599.54,513,High,7.66,16305696.45,39.69,Approved,RM4179,Risk,Origination Data,Origination Data
APP100331,ORG29449,Whitney-Rivera,Real Estate,Central,2024-05-21,48531456.79,45866945.84750979,Infrastructure Development,15,5.85,52095034.15,430,Critical,5.51,76116847.16,39.25,Rejected,RM1673,Risk,Origination Data,Origination Data
APP100332,ORG21502,Flowers LLC,Retail,South,2023-12-04,9467765.68,6121170.967946464,Business Expansion,11,5.67,6149511.22,511,High,8.58,72028172.38,20.34,Pending,RM9172,Risk,Origination Data,Origination Data
APP100333,ORG29033,Chavez and Sons,Transport,West,2024-07-13,31662211.45,24181469.674767796,Working Capital,14,8.34,22619414.39,441,Critical,6.75,50432662.98,39.07,Pending,RM7181,Risk,Origination Data,Origination Data
APP100334,ORG29771,Flowers-Reynolds,Real Estate,West,2023-10-22,48278438.05,0.0,Infrastructure Development,8,9.62,55237157.9,586,High,4.48,11905364.17,-7.57,Rejected,RM1054,Risk,Origination Data,Origination Data
APP100335,ORG27917,Avila-Golden,Telecommunications,West,2025-04-17,49516617.52,39476084.26112675,R&D Investment,2,9.18,49234731.83,858,Low,1.45,11604818.6,34.92,Pending,RM4587,Risk,Origination Data,Origination Data
APP100336,ORG20307,"Young, Graham and Hamilton",Construction,West,2024-07-09,7693714.93,4773947.046545233,R&D Investment,5,9.78,7109027.32,851,Low,6.7,51998690.52,7.56,Pending,RM2467,Risk,Origination Data,Origination Data
APP100337,ORG28126,Lewis-Smith,Hospitality,West,2025-04-14,40862881.59,24795556.108300317,Debt Refinancing,14,11.2,35518287.12,703,Medium,2.1,31076859.23,34.53,Rejected,RM6155,Risk,Origination Data,Origination Data
APP100338,ORG28261,Holmes-Barton,Construction,West,2024-07-31,30716067.03,20427382.185806222,Working Capital,12,5.71,21286856.83,387,Critical,9.45,12533338.01,-5.3,Pending,RM2538,Risk,Origination Data,Origination Data
APP100339,ORG20216,Davis-Powers,Transport,East,2025-01-07,36162945.2,29413676.114227634,Debt Refinancing,4,9.42,47582496.85,603,Medium,6.94,44551231.81,3.37,Pending,RM4307,Risk,Origination Data,Origination Data
APP100340,ORG21529,Hartman-Guerrero,Healthcare,West,2025-02-03,31499611.54,24932771.56909209,Working Capital,10,12.14,45386466.34,509,High,5.96,72118984.99,-8.37,Rejected,RM2049,Risk,Origination Data,Origination Data
APP100341,ORG20430,Morgan Group,Construction,West,2025-03-04,19174709.02,15714642.983867079,Infrastructure Development,14,11.52,17745924.76,723,Medium,3.31,35376763.72,-4.27,Rejected,RM9905,Risk,Origination Data,Origination Data
APP100342,ORG23868,Perez-Thomas,IT Services,South,2024-05-31,11991462.17,11259984.31148443,Equipment Purchase,13,5.27,11025597.43,785,Low,5.67,28515985.24,23.49,Approved,RM8616,Risk,Origination Data,Origination Data
APP100343,ORG25544,Smith Inc,Retail,Central,2023-12-17,39961798.35,38619571.45875891,Equipment Purchase,6,5.33,55212413.45,861,Low,7.94,7932454.34,24.2,Rejected,RM5068,Risk,Origination Data,Origination Data
APP100344,ORG26057,Knox-Boyd,Finance,East,2025-03-01,19204168.83,17665130.258675765,Equipment Purchase,5,6.71,17713264.86,390,Critical,2.6,22597013.12,21.96,Pending,RM7547,Risk,Origination Data,Origination Data
APP100345,ORG29243,Lane-Goodman,Healthcare,Central,2024-10-30,7205772.16,6219296.018023301,Equipment Purchase,13,13.89,9542772.72,539,High,4.36,36628434.18,20.24,Approved,RM6366,Risk,Origination Data,Origination Data
APP100346,ORG22447,Clark LLC,Healthcare,West,2025-08-13,14047390.96,10289063.710581936,Working Capital,12,10.23,17141423.58,389,Critical,3.52,69198110.88,12.24,Approved,RM8780,Risk,Origination Data,Origination Data
APP100347,ORG22950,Lewis-Garcia,Retail,South,2024-02-05,15088468.47,14278166.27455846,R&D Investment,5,7.36,18711183.32,723,Medium,5.43,43516571.42,28.25,Approved,RM5235,Risk,Origination Data,Origination Data
APP100348,ORG20571,"Obrien, Fuller and Smith",Retail,North,2024-03-20,16785272.35,16703454.198605837,Working Capital,11,6.76,13553114.33,879,Low,6.06,2854383.36,29.86,Approved,RM5763,Risk,Origination Data,Origination Data
APP100349,ORG22177,Leonard-Owen,Real Estate,South,2025-08-15,17981984.62,16838001.39887372,Equipment Purchase,9,9.59,10962693.01,443,Critical,9.91,53010744.95,32.08,Pending,RM9507,Risk,Origination Data,Origination Data
APP100350,ORG29220,"Pacheco, Baird and Shaffer",Transport,West,2024-11-16,47912674.33,45020586.35599012,Business Expansion,8,9.37,52596177.97,764,Low,6.56,64864392.96,7.14,Approved,RM4216,Risk,Origination Data,Origination Data
APP100351,ORG25371,Webb-White,Hospitality,North,2025-07-31,41556760.98,37611598.93603874,Equipment Purchase,5,9.95,26255475.67,420,Critical,8.13,3264258.17,10.14,Approved,RM3617,Risk,Origination Data,Origination Data
APP100352,ORG29769,Mccoy Group,IT Services,East,2025-05-10,32735525.07,23228596.080907445,Business Expansion,7,13.28,30019916.74,768,Low,6.39,20357008.62,33.57,Rejected,RM1790,Risk,Origination Data,Origination Data
APP100353,ORG27589,Wells Inc,Hospitality,South,2025-03-31,8734223.83,8696466.453589011,Business Expansion,11,9.88,7201965.74,389,Critical,8.85,78970882.79,26.57,Pending,RM3717,Risk,Origination Data,Origination Data
APP100354,ORG28335,"Sullivan, Campbell and Edwards",Manufacturing,West,2024-03-03,22443543.21,16729774.640913965,Debt Refinancing,4,9.89,32727316.46,877,Low,2.37,13518240.78,38.35,Pending,RM1335,Risk,Origination Data,Origination Data
APP100355,ORG24375,"Martinez, Hughes and Robinson",Hospitality,East,2024-05-14,48319486.56,40812219.25254183,Equipment Purchase,1,10.75,53049059.89,553,High,7.16,69877521.85,26.85,Rejected,RM2984,Risk,Origination Data,Origination Data
APP100356,ORG26655,Rivera PLC,Transport,Central,2025-06-02,22863527.4,15011649.683218284,Infrastructure Development,4,11.95,19100702.02,865,Low,2.16,54306533.5,29.23,Pending,RM8019,Risk,Origination Data,Origination Data
APP100357,ORG20561,"Salinas, Ortiz and Cox",Construction,South,2024-01-22,18605853.41,17321468.881619863,Infrastructure Development,13,11.17,14612391.22,638,Medium,6.81,13243090.53,2.48,Rejected,RM4353,Risk,Origination Data,Origination Data
APP100358,ORG22352,Lang Ltd,Retail,South,2024-10-22,33655916.11,25650610.22650752,Equipment Purchase,8,11.67,19774577.62,639,Medium,1.8,17485090.64,1.37,Pending,RM7428,Risk,Origination Data,Origination Data
APP100359,ORG28968,Roberts-Perez,Telecommunications,West,2025-01-24,18116036.88,17704875.954434343,Business Expansion,5,10.94,20198103.06,714,Medium,3.62,49998816.94,-6.15,Approved,RM8990,Risk,Origination Data,Origination Data
APP100360,ORG28183,Garza-Ross,Telecommunications,North,2024-02-05,36329063.05,24697716.947219063,Working Capital,2,8.3,24306238.86,812,Low,7.61,43883369.85,3.67,Approved,RM4106,Risk,Origination Data,Origination Data
